title,release_year,popularity,vote_average,vote_count
A Golden Christmas,2009,5.648219,3.5,12.0
A Golden Christmas 3,2013,1.00752,4.6,8.0
A Haunting at Silver Falls,2013,1.539406,4.6,29.0
Three Faces East,1930,0.598618,0.0,1.0
Mumblecore,2011,0.051342,5.0,1.0
Little Fauss and Big Halsy,1970,0.923613,6.6,7.0
Silver Bears,1978,0.442866,6.0,2.0
The Man Who Loved Cat Dancing,1973,8.261115,6.3,6.0
Il Capitano: A Swedish Requiem,1991,0.000578,5.8,4.0
Neighbors,2014,11.90575,6.2,2773.0
The Girl,2009,0.88414,5.9,13.0
Man in the Wilderness,1971,1.867242,6.1,36.0
Trick,2010,0.625962,4.9,4.0
The Gladiators,1969,0.418236,5.8,6.0
Soleil O,1967,0.106081,5.0,1.0
Powers of Ten,1977,0.002317,7.2,12.0
A Resurrection,2013,4.555887,3.9,14.0
Alpha and Omega 2: A Howl-iday Adventure,2013,2.771081,5.4,16.0
Alpha and Omega 3: The Great Wolf Games,2014,2.455786,4.2,10.0
Ambushed,2013,5.354069,4.0,21.0
Axed,2012,0.904319,3.5,9.0
All of Me,2013,0.065884,4.0,1.0
"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",2014,0.046415,0.0,0.0
Henry Kissinger: Secrets of a Superpower,2008,0.009603,0.0,0.0
Tentacles,1977,0.950176,3.8,17.0
Jodorowsky's Dune,2013,6.18442,8.1,172.0
Unlawful Killing,2011,0.31646,4.5,2.0
20 Ft Below: The Darkness Descending,2014,1.74524,2.0,12.0
A Case of You,2013,5.819403,5.4,108.0
The Blind Menace,1960,0.331624,5.0,1.0
Belle,2013,13.454169,7.2,230.0
The Immigrant,2013,6.985915,6.2,256.0
Pulling John,2009,0.110588,6.7,3.0
A Wednesday!,2008,3.143929,7.0,61.0
Blindman,1971,0.640175,6.0,10.0
Good People,2014,6.965686,5.2,187.0
Heldorado,1946,0.210934,6.0,1.0
The Wild Life,1984,7.093984,6.4,15.0
Combat Girls,2011,5.259607,7.0,42.0
You Instead,2011,3.849058,6.6,28.0
Crack-Up,1946,0.767843,4.7,5.0
Magic Magic,2013,7.201765,5.2,79.0
Heli,2013,3.145307,6.2,32.0
I Think We're Alone Now,2008,0.287635,7.6,8.0
Hide in Plain Sight,1980,1.229098,5.8,3.0
Into the Blue 2: The Reef,2009,5.431335,5.1,35.0
Into the Storm,2009,11.322269,5.9,20.0
Atomic Rulers,1965,0.510191,4.5,2.0
City Under Siege,2010,1.087389,5.1,17.0
Moms' Night Out,2014,6.127302,5.5,122.0
Memorial Day,2011,2.715787,5.8,20.0
Viola,2012,0.469914,6.5,3.0
An Enemy of the People,1990,0.366271,8.2,5.0
Gods of the Plague,1970,0.726975,7.7,3.0
Master of the House,1925,0.693611,6.7,9.0
Redes,1936,1.381365,5.0,1.0
Samaritan Zatôichi,1968,0.351251,5.6,7.0
A Small Town in Texas,1976,0.940985,5.7,3.0
Lucy,2014,36.447603,6.3,6048.0
X-Men: Days of Future Past,2014,26.058586,7.5,6155.0
Godzilla,2014,14.019239,6.1,3232.0
Paid,1930,0.85277,4.8,4.0
Walter Defends Sarajevo,1972,0.670488,6.5,8.0
Lovely Molly,2012,8.361319,5.1,90.0
Walk of Shame,2014,7.844705,5.8,561.0
Crystal Lake Memories: The Complete History of Friday the 13th,2013,2.60673,7.7,25.0
Hunt vs Lauda: F1's Greatest Racing Rivals,2013,0.520616,9.2,5.0
Blue Ruin,2014,11.509412,6.9,464.0
Palo Alto,2014,7.261527,6.4,356.0
Kid Cannabis,2014,4.718862,6.3,65.0
The Home and the World,1985,0.209422,7.2,3.0
The Stranger,1991,0.149418,8.0,4.0
Trances,1981,0.717206,6.4,4.0
Une Chambre en Ville,1982,0.828192,6.9,11.0
Zatôichi and the Fugitives,1968,0.440479,5.0,4.0
Zatôichi at Large,1972,0.145289,6.0,7.0
Jim Gaffigan: Obsessed,2014,1.26846,7.4,20.0
Legends of Oz: Dorothy's Return,2013,6.660309,5.8,45.0
The Lady in Number 6,2013,0.994216,6.9,10.0
Chef,2014,8.720309,7.2,1203.0
The Doll Squad,1973,0.003013,5.5,4.0
The Treasure Hunter,2009,1.254761,3.9,10.0
Burton and Taylor,2013,8.259261,6.2,14.0
In a Town This Size,2011,0.007068,0.0,0.0
Strip Search,2004,1.900797,6.0,11.0
The Brasher Doubloon,1947,0.632072,4.7,5.0
Blaise Pascal,1972,0.04557,7.5,4.0
Rosemary's Baby,2014,3.578894,6.1,64.0
The Beach Girls and the Monster,1965,0.358309,2.6,7.0
Top Banana,1954,0.070863,6.0,1.0
Body Of Water,2011,0.52762,6.0,5.0
Lesson of the Evil,2012,3.451787,6.8,51.0
Zatôichi in Desperation,1972,1.059291,5.4,5.0
The Love God?,1969,1.02843,7.4,5.0
The Last Time I Saw Archie,1961,0.523947,6.0,1.0
24 Exposures,2013,0.997752,3.9,11.0
Zatôichi's Conspiracy,1973,0.899505,6.1,7.0
"10,000 km",2014,2.257993,6.3,33.0
A Kiss in the Dark,1949,0.524521,6.0,1.0
The Normal Heart,2014,12.661286,7.9,320.0
Man Friday,1975,1.266184,6.3,6.0
Invaders from Space,1965,0.004585,0.0,0.0
Utopia,2013,0.783818,5.3,3.0
Paying the Price: Killing the Children of Iraq,2000,0.001177,0.0,0.0
Welcome to Australia,1999,0.00345,0.0,0.0
Afflicted,2014,8.93232,6.4,210.0
Interior. Leather Bar.,2013,1.634311,5.6,22.0
American Horror House,2012,0.589213,4.9,7.0
American Milkshake,2013,1.028307,3.8,4.0
An American Ghost Story,2012,0.862652,4.2,14.0
Our Time,1974,0.197102,7.0,1.0
The Mansion of Madness,1973,0.00022,3.8,5.0
An Enemy of the People,1978,0.815273,6.1,5.0
An Enemy of the People,2005,0.037867,2.5,1.0
Turks & Caicos,2014,5.750384,6.5,43.0
Salting the Battlefield,2014,5.628651,6.3,34.0
Birth of the Living Dead,2013,1.452115,6.6,22.0
Gen-Y Cops,2000,0.485748,5.0,5.0
Die Fischerin,2014,0.345628,5.0,1.0
Dark Girls,2011,0.591569,6.4,8.0
El chocolate del loro,2004,0.028043,0.0,0.0
Blended,2014,10.395472,6.6,1028.0
Begin Again,2013,10.289628,7.3,1285.0
Kelly & Cal,2014,2.401406,5.9,21.0
A Brony Tale,2014,0.762451,6.3,9.0
Mega Python vs. Gatoroid,2011,1.529379,3.5,11.0
Big Ass Spider!,2013,12.48386,5.4,80.0
The Heat's On,1943,0.531012,3.3,2.0
An Enemy of the People,1966,0.002082,0.0,0.0
The Anna Nicole Smith Story,2007,0.51655,4.0,3.0
Anna Nicole,2013,0.344896,5.0,21.0
The Short Game,2013,1.537704,7.3,12.0
12 O’Clock Boys,2013,0.635492,6.2,15.0
A Message to Garcia,1936,0.009507,0.0,0.0
Nightwing,1979,0.000844,5.8,6.0
Satan's School For Girls,1973,0.856423,5.9,10.0
The One and Only,1978,0.43491,5.5,4.0
Maleficent,2014,19.467404,7.0,4607.0
The Two Faces of January,2014,10.652311,5.5,265.0
Zombeavers,2014,5.599039,4.8,213.0
Toward the Unknown,1956,1.116528,7.0,2.0
Monster Hunter,1981,1.06733,5.3,12.0
April Rain,2014,4.956361,2.1,9.0
At Middleton,2013,6.195085,5.9,53.0
Babysitters Beware,2009,0.458808,5.0,2.0
A.C.A.B. All Cats Are Brilliant,2012,0.347087,6.0,2.0
Loving,1970,0.689498,7.8,3.0
Lola,1970,0.550063,5.8,6.0
Beneath the Valley of the Ultra-Vixens,1979,4.565827,5.4,30.0
The Girl He Left Behind,1956,0.63149,5.0,1.0
Shoot-Out At Medicine Bend,1957,0.119953,0.0,0.0
Darby's Rangers,1958,0.250186,6.0,2.0
Having You,2013,0.935104,4.5,7.0
Backfire,1950,4.597515,5.5,4.0
Backfire,1964,0.436941,5.5,3.0
Scooby-Doo! WrestleMania Mystery,2014,7.400531,6.4,42.0
The Dance of Reality,2013,4.047325,7.3,46.0
The Love Punch,2013,6.136853,5.7,139.0
Ordinary Miracles,2005,0.165861,6.5,1.0
A Million Ways to Die in the West,2014,10.38391,5.8,1494.0
The Cabinet of Caligari,1962,0.630494,5.6,9.0
Bye Bye Monkey,1978,0.705365,5.9,8.0
Empire of Silver,2009,0.742398,5.8,4.0
Mile... Mile & A Half,2013,1.097326,8.8,4.0
I Like Killing Flies,2004,0.829,6.9,11.0
Edge of Tomorrow,2014,31.982986,7.6,4979.0
Little England,2013,1.244045,6.6,16.0
Serial (Bad) Weddings,2014,10.926965,6.9,1114.0
The Pied Piper,1972,0.736119,4.7,3.0
An Unreal Dream: The Michael Morton Story,2013,0.454477,5.0,3.0
The Violent Men,1955,2.647017,5.8,9.0
Tracks,2014,0.239993,7.0,190.0
Mission: Impossible - Rogue Nation,2015,17.836882,7.1,3274.0
Neverland,2011,7.999749,6.0,93.0
Midnight Chronicles,2008,0.514069,3.8,4.0
Gulliver's Travels,1977,0.441911,4.0,4.0
Catlow,1971,5.275286,4.4,6.0
Million Dollar Arm,2014,9.453942,6.6,264.0
This Thing with Sarah,2013,0.169505,5.0,3.0
G.B.F.,2013,0.265042,6.0,144.0
Jack the Ripper,1976,1.486499,6.1,10.0
Train On The Brain,2000,0.036488,5.0,1.0
Sunlight Jr.,2013,9.471018,5.1,25.0
Narco Cultura,2013,1.551364,7.1,26.0
Once Upon a Time in Shanghai,2014,3.550047,6.9,23.0
Jimi: All Is by My Side,2013,4.250364,5.3,63.0
A Man Named Rocca,1961,0.409034,6.5,2.0
A Crime in Paradise,2001,3.305413,6.1,26.0
Backfire,1988,0.95393,5.8,2.0
Bad Ass 2: Bad Asses,2014,7.164554,5.7,77.0
Bad Boy,1949,0.315508,8.0,1.0
Battle Circus,1953,0.351776,6.8,2.0
The Odds,2012,0.183403,5.5,2.0
Generation Iron,2013,3.824707,6.9,40.0
"X, Y and Zee",1972,0.443894,5.2,3.0
Flight 7500,2014,5.265969,4.3,208.0
Battle of the Damned,2013,4.805757,4.8,46.0
Best Foot Forward,1943,0.007987,0.0,0.0
Black Coffee,2014,0.580806,6.1,8.0
Love and Pain and the Whole Damn Thing,1973,0.080589,6.0,1.0
The Revolutionary,2011,0.060946,5.0,1.0
#chicagoGirl,2013,0.108531,7.0,1.0
Liv & Ingmar,2012,0.462133,7.6,5.0
Mr. Baum,1997,0.338423,0.0,0.0
Mad Love,1921,0.039955,8.0,1.0
Bettie Page Reveals All,2013,2.038869,7.1,17.0
Luv,1967,0.985785,0.0,0.0
Cinderella,1914,0.361288,5.4,7.0
Lilting,2014,3.264401,7.0,53.0
A Night in Old Mexico,2013,3.343938,5.3,30.0
Teresa,1951,0.620008,6.0,1.0
Cry Terror!,1958,2.554227,4.3,4.0
The Fault in Our Stars,2014,16.274653,7.6,3868.0
The Grand Seduction,2014,15.108283,6.7,109.0
Welcome to the Jungle,2007,1.451427,5.5,17.0
Raze,2013,3.217885,5.3,57.0
Black Nativity,2013,5.346121,5.8,16.0
Blood of Redemption,2013,4.314918,5.3,17.0
Cinderella,2002,2.154873,6.0,2.0
Occupant,2011,1.325986,5.2,17.0
Minuscule: Valley of the Lost Ants,2013,6.583428,6.6,128.0
Jayne Mansfield's Car,2012,1.655794,5.9,21.0
Hot Rods To Hell,1967,0.71267,3.9,5.0
Princesse Tam Tam,1935,0.141159,4.0,1.0
Rumble on the Docks,1956,0.633906,0.0,0.0
The Thompsons,2012,3.13727,4.4,22.0
Tangled Ever After,2012,9.953967,7.1,383.0
Tercera Llamada,2013,0.886775,6.0,1.0
13 Frightened Girls,1963,0.539332,6.2,7.0
Against All Flags,1952,0.999504,6.2,12.0
Andy Hardy Meets Debutante,1940,0.159417,6.5,2.0
Annabel Takes a Tour,1938,0.483098,0.0,0.0
Backstairs,1921,0.41673,5.5,2.0
One on One,1977,0.638642,4.8,6.0
Camille Claudel 1915,2013,0.110065,7.0,20.0
The Plot Against Harry,1989,0.038081,5.0,1.0
A Letter to Momo,2012,9.491888,7.2,70.0
Maps to the Stars,2014,9.431879,5.8,398.0
Helen,2009,1.97924,6.5,12.0
Go Fast,2008,6.39093,5.8,42.0
My Best Enemy,2011,0.466254,6.0,9.0
The Wrath of God,1972,0.837091,5.1,6.0
The Shape of Things to Come,1979,0.557096,4.5,6.0
The Case Against 8,2014,0.996049,8.0,4.0
Goodbye World,2013,8.6054,5.3,51.0
Frequencies,2013,4.701726,6.6,156.0
So Undercover,2012,4.783716,5.8,298.0
Mindscape,2013,10.860471,6.5,202.0
Northeast,2012,0.009421,0.0,0.0
Asylum,1997,0.870064,0.0,0.0
Back in the Day,2014,3.761562,5.4,9.0
Les toits de Paris,2007,0.112386,5.0,1.0
Bikini Spring Break,2012,1.946823,3.8,20.0
22 Jump Street,2014,10.901496,7.0,3375.0
Human Capital,2014,7.217205,7.4,201.0
The Equalizer,2014,17.618057,7.1,2997.0
For Ellen,2012,1.703802,5.3,16.0
How to Train Your Dragon 2,2014,12.256689,7.6,3163.0
Lord of Tears,2013,0.950974,5.5,11.0
The Sudden Wealth of the Poor People of Kombach,1971,0.000308,7.7,3.0
Bambou,2009,0.184114,5.0,1.0
Birdman,2014,18.193263,7.4,4657.0
Lope,2010,0.912608,5.6,9.0
Saving Grace B. Jones,2009,0.107949,4.5,2.0
Sexual Chronicles of a French Family,2012,9.47693,4.3,93.0
Bitter Creek,1954,0.001218,0.0,0.0
Murder by Proxy,1954,0.495447,6.1,5.0
Blackout,1985,1.018543,4.4,5.0
Blood Shed,2014,1.194683,4.5,6.0
Born Reckless,1937,0.861046,5.3,2.0
"Tell Me That You Love Me, Junie Moon",1970,0.262854,6.7,3.0
Play It As It Lays,1972,0.000431,7.3,3.0
17 Girls,2011,5.109329,5.6,103.0
Crawlspace,2013,2.405696,4.7,10.0
Broadway Idiot,2013,1.729206,6.8,12.0
Broken Kingdom,2012,0.333806,6.0,1.0
Brooklyn Babylon,2001,0.009412,6.0,1.0
The Dirties,2013,2.382853,6.0,42.0
The Mind of Mr. Soames,1970,0.504241,7.0,2.0
Mrs. Pollifax: Spy,1971,0.64703,7.5,2.0
Snapshot,1979,0.000729,5.5,2.0
Brainstorm,1965,0.194921,6.7,4.0
Money as Debt,2006,0.873309,5.8,8.0
Beginning of an Unknown Era,1967,0.396568,5.3,3.0
Norman... Is That You?,1976,0.170552,5.8,3.0
I See a Dark Stranger,1946,1.150804,5.1,6.0
Brooklyn Dodgers: The Ghosts of Flatbush,2007,0.721507,8.5,2.0
Brother,2010,0.409433,6.5,10.0
For No Good Reason,2012,2.229266,5.8,5.0
Haunt,2014,10.964552,5.1,101.0
Doc of the Dead,2014,1.195504,7.0,14.0
I Do,2013,1.182339,5.0,5.0
The Legend of the 7 Golden Vampires,1974,1.845877,5.8,25.0
Coming Home,2014,5.262031,6.9,49.0
Boyhood,2014,6.430591,7.5,2008.0
The Trials of Cate McCall,2013,15.028038,5.8,69.0
Tillbaka till Bromma,2014,0.194933,5.7,3.0
Saints and Soldiers: Airborne Creed,2012,5.112102,5.2,26.0
Tall Story,1960,0.463448,10.0,1.0
Think Like a Man Too,2014,7.576924,6.3,229.0
Thin Ice,1937,0.119526,0.0,0.0
The Pool Boys,2011,9.837218,5.0,29.0
Jersey Boys,2014,6.447072,6.8,257.0
The Corridor,2012,1.633246,4.8,20.0
Nick Fury: Agent of S.H.I.E.L.D.,1998,1.282504,3.4,12.0
The Pirates of Blood River,1962,0.436141,5.7,3.0
Bitch Hug,2012,0.273637,6.5,2.0
Caprice,1967,6.311574,6.1,10.0
The Internet's Own Boy: The Story of Aaron Swartz,2014,6.114898,7.8,180.0
Anita,2013,0.526905,6.8,5.0
8 Days to Premiere,2008,0.07436,5.0,2.0
A Mother's Courage,2009,0.04013,5.0,1.0
112 Weddings,2014,0.362159,6.7,3.0
A Fine Pair,1968,0.060415,3.0,1.0
A Kid for Two Farthings,1956,0.701604,6.1,4.0
A Woman's Secret,1949,0.335752,5.0,7.0
The Deadly Trap,1971,0.382406,5.5,4.0
Transformers: Age of Extinction,2014,18.495599,5.8,3136.0
Metalhead,2013,2.244867,6.9,39.0
Russian Roulette,1975,0.998533,5.0,1.0
Attack of the 50 Ft. Woman,1993,1.554208,4.1,20.0
August,2011,1.547762,6.3,16.0
Our Man In Marrakesh,1966,0.797557,6.3,6.0
Belle Starr,1941,0.974261,6.0,3.0
Belle Starr,1980,0.120938,8.5,2.0
Finding Vivian Maier,2014,7.035082,7.8,112.0
Jack Strong,2014,1.963912,6.1,35.0
Jennifer,1978,0.468194,8.7,6.0
Perfect Sisters,2014,5.654098,5.5,103.0
Belly 2: Millionaire Boyz Club,2008,1.108885,5.3,4.0
Beware of Pity,1946,0.437779,4.5,4.0
Frank,2014,5.847845,6.8,667.0
I Belong,2012,0.1188,7.0,2.0
Mama's Boy,2007,1.750448,4.4,24.0
Sound of Redemption: The Frank Morgan Story,2016,0.043929,0.0,0.0
In Bloom,2013,0.966462,6.9,18.0
Very Good Girls,2013,12.32849,5.9,145.0
Joe's Palace,2007,1.502651,4.5,2.0
Day of the Animals,1977,4.34926,5.3,19.0
Savage Beasts,1984,0.350577,5.6,9.0
Happy Birthday to a Beautiful Woman,2012,0.009437,0.0,0.0
They Came Together,2014,9.139015,5.3,173.0
Questioning Darwin,2014,0.020194,0.0,0.0
Honey,2013,2.179796,6.3,20.0
The Son-Daughter,1932,0.140661,0.0,0.0
Planes: Fire & Rescue,2014,7.579855,5.8,286.0
Black Gunn,1972,1.786885,5.0,1.0
"Shoot First, Die Later",1974,1.061447,5.9,4.0
"So Evil, So Young",1963,0.001662,0.0,0.0
Elaine Stritch: Shoot Me,2013,1.024055,8.4,5.0
Wild Oranges,1924,0.135713,6.0,2.0
Stuart: A Life Backwards,2007,4.815961,7.7,34.0
The Mortician,2011,2.704503,5.9,7.0
Not Another Not Another Movie,2011,0.823401,2.8,12.0
Mrs. Brown's Boys D'Movie,2014,1.840891,4.7,34.0
Sunburn,1979,1.432915,6.0,4.0
Francis,1950,2.67732,6.6,8.0
The Gunfighter,2014,1.812848,7.0,20.0
Let the Fire Burn,2013,0.666362,7.3,6.0
Tammy,2014,7.359522,5.0,508.0
Kabhi Haan Kabhi Naa,1993,0.938742,7.2,10.0
Radio Free Albemuth,2010,1.91768,5.3,15.0
The Friends,1971,0.00022,6.5,2.0
Le pélican,1974,0.000115,0.0,0.0
Colorful,2010,8.732753,7.2,62.0
The Babadook,2014,8.832788,6.5,1890.0
Mystery on Monster Island,1981,0.98068,4.8,4.0
Killer Legends,2014,2.243927,5.7,30.0
Black Moon,1934,0.336935,4.8,4.0
Blue,2002,0.4644,7.3,4.0
Blue,2003,0.088669,0.0,0.0
Brother Rat,1938,0.174691,0.0,0.0
White God,2014,6.313465,6.6,105.0
Whiplash,2014,64.29999,8.3,4376.0
Luther,1974,1.170857,0.0,0.0
Gone Girl,2014,154.801009,7.9,6023.0
Brother's Justice,2010,0.201927,5.1,5.0
Willie and Phil,1980,0.3265,0.0,0.0
The Angriest Man in Brooklyn,2014,9.911949,5.5,179.0
Life Itself,2014,7.615552,7.7,160.0
Brothers,2011,0.007073,0.0,0.0
Ride the Divide,2010,0.008414,0.0,0.0
Finding Fela,2014,0.776164,6.0,6.0
Duplicate,1998,0.936806,5.6,16.0
Missing William,2014,0.529802,3.5,2.0
Favor,2013,0.765634,6.5,4.0
Dogs,1976,0.058682,4.0,1.0
A mí las mujeres ni fu ni fa,1971,0.016901,0.0,0.0
The Sunfish,2014,1.630916,5.8,9.0
Eye of the Cat,1969,0.107612,5.5,2.0
Massacre in Dinosaur Valley,1985,2.123816,5.4,13.0
Chronicle of a Disappearance,1996,0.361472,6.0,2.0
Dawn of the Planet of the Apes,2014,75.385211,7.3,4511.0
The Great Magician,2011,1.542334,6.5,23.0
The Ultimate Warrior,1975,6.673398,4.6,17.0
Ra.One,2011,5.251132,5.4,89.0
Gun Woman,2014,2.237762,4.8,33.0
A Child in the Crowd,1976,0.20256,7.3,3.0
Le Rebelle,1980,0.065675,0.0,0.0
Watercolors,2008,0.806932,6.0,12.0
The Battered Bastards of Baseball,2014,1.531619,7.7,23.0
No One Lives,2013,7.202832,5.5,173.0
Unraveled,2012,0.212166,6.3,4.0
Buckskin Frontier,1943,0.298715,0.0,0.0
Budz House,2011,1.019489,4.3,5.0
Bullet,2014,3.282908,4.2,35.0
Bullet for a Badman,1964,1.623217,5.0,6.0
Bulletproof Salesman,2008,0.003763,0.0,0.0
Miss Violence,2013,3.285031,6.7,61.0
A Dispatch from Reuter's,1940,0.682534,3.5,3.0
Bachelor Flat,1962,0.002579,0.0,0.0
The Beast with a Million Eyes,1958,1.456121,2.9,7.0
The Strange One,1957,0.013542,0.0,0.0
Pierre et Djemila,1987,0.00273,5.0,1.0
Summer School,1978,0.164734,5.7,3.0
Billy Two Hats,1974,1.423976,5.4,8.0
Buffalo Bill,1943,4.521805,5.3,9.0
Deliver Us from Evil,2014,8.536777,5.9,705.0
If I Were You,2013,2.37094,7.5,10.0
The Saratov Approach,2013,0.600061,5.4,15.0
Jonestown: Paradise Lost,2007,0.824387,6.5,8.0
Charlie's Country,2013,0.912033,7.4,17.0
Finding Normal,2013,1.001909,5.4,8.0
Margaret Thatcher: The Long Walk to Finchley,2008,0.223236,7.0,1.0
And So It Goes,2014,7.69684,5.7,166.0
Ju-on: The Beginning of the End,2014,1.235132,6.0,20.0
Torment,2013,2.764915,5.0,36.0
Healing,2014,1.34155,6.6,8.0
Hellphone,2007,1.748059,4.3,40.0
Premature,2014,6.322381,5.4,120.0
The Brain,1988,0.748217,4.6,6.0
The Severed Arm,1973,0.505854,4.2,6.0
Bloodline,2011,0.061137,1.0,1.0
Unrated II: Scary as Hell,2011,0.061307,0.5,1.0
Air Panic,2002,0.809425,4.1,11.0
Darkest Night,2012,0.256166,1.3,2.0
Bluebeard,1936,0.126284,5.7,3.0
Sex Tape,2014,27.470696,5.2,1733.0
Going Down in La-La Land,2011,2.393033,6.2,16.0
Operation Ganymed,1977,0.68213,3.3,3.0
Pinball Summer,1980,0.018017,3.8,2.0
Ride Beyond Vengeance,1966,0.999281,3.0,4.0
EMR,2004,0.882615,5.0,2.0
I Origins,2014,11.901185,7.5,1089.0
Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,2006,1.116784,6.5,5.0
The Front Line,2011,4.13924,7.1,42.0
Wrestling For Jesus: The Tale of T-Money,2011,0.084771,7.0,1.0
One Man Up,2001,1.270431,7.2,35.0
The Purge: Anarchy,2014,27.756026,6.6,2008.0
Bullets For O'Hara,1941,0.214007,5.0,1.0
Bundle of Joy,1956,0.441986,7.0,5.0
Bush Christmas,1947,0.249638,6.0,5.0
Words and Pictures,2013,3.352204,6.5,71.0
Guardians of the Galaxy,2014,53.291601,7.9,10014.0
The Ghost Goes West,1935,0.636497,5.9,7.0
The Nazi Officer's Wife,2003,0.16285,5.0,1.0
10.5,2004,5.536166,5.9,21.0
The Strange Color of Your Body's Tears,2013,1.998366,6.0,41.0
The Signal,2014,8.536786,5.8,639.0
The Ballroom,2007,0.140747,6.3,3.0
Busses Roar,1942,0.142022,8.0,1.0
But Not For Me,1959,0.600459,6.0,1.0
Butcher Boys,2013,1.65166,3.1,17.0
By Dawn's Early Light,2001,0.062423,5.0,1.0
Jimmy's Hall,2014,2.839854,6.5,50.0
Super Hero Party Clown,2012,0.013359,0.0,0.0
Willow Creek,2013,8.742454,5.0,116.0
The Expendables 3,2014,14.753545,6.1,1830.0
Gunday,2014,2.380826,5.7,35.0
Goliyon Ki Raasleela Ram-Leela,2013,6.034115,7.1,54.0
Ek Villain,2014,2.424208,6.3,41.0
Kites,2010,6.100998,6.0,42.0
Hercules,2014,19.606895,5.6,1707.0
Monty Python Live (Mostly),2014,1.315493,7.2,18.0
Once My Mother,2014,0.016301,0.0,0.0
Blood in the Mobile,2010,0.306712,8.1,8.0
Hide Your Smiling Faces,2014,1.602963,6.3,20.0
Paradise: Hope,2013,2.340258,5.9,36.0
Villa Amalia,2009,0.729211,5.5,12.0
The Detective,2007,0.809306,5.9,14.0
A Most Wanted Man,2014,10.432407,6.5,545.0
Sky Murder,1940,0.331435,6.0,1.0
Molly Maxwell,2013,2.00514,6.4,17.0
Wish I Was Here,2014,6.149295,6.4,304.0
Sandakan No. 8,1974,1.030092,7.3,4.0
Sex in Chains,1928,0.146181,5.0,1.0
Valley of the Dragons,1961,0.210554,5.0,1.0
Coney Island,1917,0.684674,6.3,10.0
Never Weaken,1921,0.443542,6.8,6.0
Go for Sisters,2013,1.519664,5.3,4.0
Playing with Love,1977,6.543051,5.4,21.0
C.O.G.,2013,3.320044,5.4,37.0
C'mon Man,2012,0.402752,0.0,0.0
Julius Caesar,2002,2.580637,5.3,9.0
Cafe,2011,2.427612,5.2,22.0
Café Metropole,1937,0.228565,5.5,2.0
The Wrath of Cain,2010,0.161612,5.5,6.0
Lust for Love,2014,7.000038,5.1,14.0
The Pursuit of Unhappiness,2012,0.53039,6.7,4.0
Ella y el miedo,1964,0.056538,0.0,0.0
Sorrow and Joy,2013,2.185467,7.8,9.0
Fugitives,2000,0.127155,0.0,0.0
Family United,2013,2.629221,6.1,36.0
California Conquest,1952,0.001859,0.0,0.0
Call Me Bwana,1963,0.094405,7.0,1.0
Two Tars,1928,0.570278,7.4,7.0
The Visitor,1979,3.035226,4.6,26.0
The Unholy Wife,1957,0.190466,4.0,3.0
The Keeper,2004,0.609043,5.3,6.0
Rasmus and the Vagabond,1981,2.337524,4.7,5.0
The Stag,2013,9.208127,5.4,44.0
Finding Bliss,2009,2.859237,5.3,21.0
Gracie's Choice,2004,1.049284,6.2,13.0
Father and Guns,2009,1.030775,6.1,11.0
Loser Takes All!,2004,0.865623,5.2,9.0
Boogie,2009,1.004781,5.9,17.0
Tables Turned on the Gardener,1895,1.963421,7.0,44.0
Call of the Wild,2009,1.409435,6.1,5.0
Hellion,2014,13.079538,5.5,51.0
The Trip to Italy,2014,5.61555,6.4,100.0
Food,1993,0.936181,7.6,18.0
For a Woman,2013,1.504809,6.0,11.0
Earth to Echo,2014,12.412221,5.7,294.0
Two Lives,2012,2.793306,6.3,22.0
Largo Winch II,2011,6.643015,5.9,127.0
Westfront 1918,1930,1.059412,5.8,5.0
Maidentrip,2014,1.549318,7.4,27.0
Kidnapped for Christ,2014,1.043893,6.7,13.0
8-Ball,2013,1.108516,6.1,14.0
Maata meren alla,2009,0.083439,6.0,1.0
Step Up All In,2014,8.588926,6.7,649.0
The Mystery of the 13th Guest,1943,0.306761,4.3,3.0
Invasion of the Star Creatures,1962,0.419399,4.0,3.0
Gog,1954,1.106166,5.4,11.0
Video Games: The Movie,2014,11.564066,5.9,91.0
The Girl Who Talked to Dolphins,2014,0.077813,5.5,1.0
Val Lewton: The Man in the Shadows,2007,0.722011,7.0,5.0
Return to Life,1937,0.001177,0.0,0.0
Sharktopus vs Pteracuda,2014,1.887713,4.2,21.0
The Key,1934,0.184905,0.0,0.0
A Day's Pleasure,1919,0.331941,5.6,15.0
America 3000,1986,1.354171,3.8,6.0
An Eye for an Eye,1957,0.01674,0.0,0.0
Andy Hardy's Blonde Trouble,1944,0.51294,6.3,2.0
Sexual Life,2005,0.116586,4.0,1.0
Life After Beth,2014,5.486893,5.0,235.0
Lowlands,1954,0.146824,6.0,4.0
Around June,2011,0.06636,4.0,1.0
C.C. and Company,1970,0.350216,6.0,1.0
Felony,2014,4.273751,5.4,52.0
The Rover,2014,6.561373,6.1,295.0
Slaying the Badger,2014,0.050663,10.0,1.0
Shark!,1969,0.412384,2.0,1.0
The Italian,2010,3.157512,5.5,53.0
Get on Up,2014,7.92736,6.4,158.0
The Last Mogul,2005,0.563171,4.5,4.0
1,2013,7.732143,7.3,36.0
The Suspect,2013,2.881797,6.9,47.0
Space Milkshake,2012,1.737986,5.7,18.0
